id	num	lo.neg	p.neg	fdr.neg	rank.neg	goodsgrna.neg	lo.pos	p.pos	fdr.pos	rank.pos	goodsgrna.pos
BUB3	5	8.6439e-07	7.9718e-06	0.001583	84	5	1.0	1.0	1.0	17939	0
CENPP	10	9.4321e-07	8.5216e-06	0.001583	85	10	1.0	1.0	1.0	17938	0
YPEL5	5	9.4665e-07	8.5216e-06	0.001583	86	5	1.0	1.0	1.0	17937	0
SF3B5	5	9.9996e-07	9.0714e-06	0.001583	87	5	0.99999	0.99999	1.0	17849	0
AURKB	5	1.004e-06	9.0714e-06	0.001583	90	5	1.0	1.0	1.0	17935	0
NAA50	5	1.004e-06	9.0714e-06	0.001583	89	5	1.0	1.0	1.0	17936	0
FAM96B	5	1.004e-06	9.0714e-06	0.001583	88	5	1.0	1.0	1.0	17934	0
NHP2L1	5	1.1435e-06	9.6212e-06	0.001583	91	5	1.0	1.0	1.0	17933	0
RPL36	5	1.199e-06	9.6212e-06	0.001583	92	5	1.0	1.0	1.0	17932	0
NDUFA13	5	1.2525e-06	9.6212e-06	0.001583	93	5	1.0	1.0	1.0	17931	0
PRPF8	5	1.2807e-06	9.6212e-06	0.001583	94	5	1.0	1.0	1.0	17929	0
RPL10A	5	1.2943e-06	9.6212e-06	0.001583	95	5	1.0	1.0	1.0	17930	0
GNB2L1	5	1.3629e-06	1.0171e-05	0.001583	96	5	1.0	1.0	1.0	17928	0
CYB5B	5	1.3848e-06	1.0171e-05	0.001583	97	5	1.0	1.0	1.0	17927	0
PSMD2	5	1.4354e-06	1.0171e-05	0.001583	98	5	1.0	1.0	1.0	17926	0
NOC4L	5	1.4529e-06	1.0171e-05	0.001583	99	4	0.9	0.90138	1.0	14640	0
DKC1	5	1.4672e-06	1.0171e-05	0.001583	100	5	1.0	1.0	1.0	17925	0
MCM7	5	1.5013e-06	1.0171e-05	0.001583	101	4	0.99154	0.99151	1.0	16432	0
TSR2	5	1.5208e-06	1.0171e-05	0.001583	102	5	1.0	1.0	1.0	17924	0
POLR2A	5	1.5603e-06	1.0171e-05	0.001583	103	5	1.0	1.0	1.0	17923	0
DPAGT1	5	1.586e-06	1.0171e-05	0.001583	104	5	1.0	1.0	1.0	17922	0
SNRNP25	5	1.5871e-06	1.0171e-05	0.001583	105	5	0.99995	0.99995	1.0	17644	0
ARMC7	5	1.59e-06	1.0171e-05	0.001583	106	5	1.0	1.0	1.0	17882	0
EPRS	5	1.6502e-06	1.0171e-05	0.001583	107	5	1.0	1.0	1.0	17921	0
SNRPD1	5	1.6535e-06	1.0171e-05	0.001583	108	5	1.0	1.0	1.0	17920	0
WDR77	5	1.6535e-06	1.0171e-05	0.001583	109	5	1.0	1.0	1.0	17919	0
CRCP	14	1.6562e-06	1.0171e-05	0.001583	110	10	0.28259	0.46031	1.0	8092	2
HIST1H2AJ	3	1.6604e-06	1.0171e-05	0.001583	111	3	0.99211	0.9921	1.0	16450	0
PPP4C	5	1.7361e-06	1.0171e-05	0.001583	112	5	1.0	1.0	1.0	17917	0
HDAC3	5	1.7361e-06	1.0171e-05	0.001583	113	5	1.0	1.0	1.0	17918	0
PDCD2	7	1.8524e-06	1.0721e-05	0.001583	114	6	0.34783	0.51506	1.0	8828	1
SNRNP35	5	1.8604e-06	1.0721e-05	0.001583	115	5	1.0	1.0	1.0	17916	0
CENPM	10	1.8768e-06	1.0721e-05	0.001583	116	9	0.99996	0.99996	1.0	17679	0
CHMP2A	5	1.906e-06	1.0721e-05	0.001583	117	5	1.0	1.0	1.0	17915	0
DDX47	5	1.9163e-06	1.0721e-05	0.001583	118	5	1.0	1.0	1.0	17914	0
PGK1	5	1.9466e-06	1.0721e-05	0.001583	119	5	1.0	1.0	1.0	17913	0
ATP6V1A	5	1.9645e-06	1.0721e-05	0.001583	120	5	1.0	1.0	1.0	17912	0
CDC45	5	2.033e-06	1.0721e-05	0.001583	121	5	1.0	1.0	1.0	17911	0
RRM1	5	2.0616e-06	1.0721e-05	0.001583	122	5	1.0	1.0	1.0	17910	0
WDHD1	5	2.1682e-06	1.127e-05	0.00165	123	5	1.0	1.0	1.0	17909	0
HNRNPU	5	2.3037e-06	1.237e-05	0.001766	124	5	1.0	1.0	1.0	17908	0
RPL23	5	2.3451e-06	1.292e-05	0.001766	125	5	0.99998	0.99998	1.0	17739	0
ELP3	5	2.3665e-06	1.292e-05	0.001766	126	5	1.0	1.0	1.0	17907	0
PKMYT1	5	2.3765e-06	1.292e-05	0.001766	127	5	0.99993	0.99993	1.0	17595	0
NIP7	5	2.4242e-06	1.347e-05	0.001766	128	5	0.99984	0.99984	1.0	17466	0
CCT3	5	2.4593e-06	1.347e-05	0.001766	129	5	1.0	1.0	1.0	17906	0
SF3B14	5	2.4872e-06	1.347e-05	0.001766	130	5	1.0	1.0	1.0	17905	0
KIF18B	5	2.5347e-06	1.347e-05	0.001766	131	5	1.0	1.0	1.0	17904	0
CDC16	5	2.595e-06	1.347e-05	0.001766	132	5	1.0	1.0	1.0	17903	0
TONSL	5	2.6507e-06	1.347e-05	0.001766	133	5	1.0	1.0	1.0	17902	0
BANF1	4	2.662e-06	1.347e-05	0.001766	134	4	1.0	1.0	1.0	17901	0
RPP25L	5	2.7513e-06	1.4019e-05	0.001766	135	5	1.0	1.0	1.0	17900	0
NCBP2	7	2.8317e-06	1.4019e-05	0.001766	136	7	0.99999	0.99999	1.0	17811	0
ARL2	5	2.8822e-06	1.4019e-05	0.001766	137	5	0.99996	0.99996	1.0	17677	0
SNRPD2	5	2.9007e-06	1.4019e-05	0.001766	138	5	1.0	1.0	1.0	17899	0
ANAPC10	5	2.9007e-06	1.4019e-05	0.001766	139	5	1.0	1.0	1.0	17898	0
EEF1G	5	2.9388e-06	1.4019e-05	0.001766	140	5	1.0	1.0	1.0	17897	0
STX5	5	2.9652e-06	1.4019e-05	0.001766	141	5	0.99912	0.99913	1.0	17112	0
UTP23	5	3.1016e-06	1.4019e-05	0.001766	143	5	1.0	1.0	1.0	17895	0
BCL2L1	5	3.1016e-06	1.4019e-05	0.001766	142	5	1.0	1.0	1.0	17896	0
EXOC5	5	3.1298e-06	1.4569e-05	0.001773	144	5	1.0	1.0	1.0	17894	0
ATP5A1	5	3.1385e-06	1.4569e-05	0.001773	145	5	1.0	1.0	1.0	17893	0
SEC61A1	5	3.1681e-06	1.4569e-05	0.001773	146	5	1.0	1.0	1.0	17891	0
OXSM	5	3.1681e-06	1.4569e-05	0.001773	147	5	1.0	1.0	1.0	17892	0
SNRNP70	5	3.1979e-06	1.4569e-05	0.001773	148	5	1.0	1.0	1.0	17890	0
UBE2I	5	3.372e-06	1.6219e-05	0.001841	149	5	1.0	1.0	1.0	17889	0
COPS5	5	3.372e-06	1.6219e-05	0.001841	150	5	1.0	1.0	1.0	17888	0
SMC1A	5	3.4185e-06	1.6219e-05	0.001841	151	5	1.0	1.0	1.0	17887	0
ZNF259	5	3.4427e-06	1.6219e-05	0.001841	152	4	0.97528	0.97522	1.0	15992	0
DHDDS	5	3.4844e-06	1.6219e-05	0.001841	153	5	1.0	1.0	1.0	17886	0
SUPT6H	5	3.5064e-06	1.6219e-05	0.001841	154	5	0.99987	0.99986	1.0	17500	0
COG1	5	3.507e-06	1.6219e-05	0.001841	155	5	1.0	1.0	1.0	17885	0
YKT6	5	3.5225e-06	1.6219e-05	0.001841	156	5	1.0	1.0	1.0	17884	0
EEF2	5	3.5782e-06	1.6219e-05	0.001841	157	5	0.99999	0.99999	1.0	17812	0
RPA2	5	3.6131e-06	1.6768e-05	0.001841	158	5	1.0	1.0	1.0	17883	0
NGRN	5	3.6651e-06	1.6768e-05	0.001841	159	4	0.95204	0.95229	1.0	15494	0
MRPL53	5	3.7279e-06	1.6768e-05	0.001841	160	5	0.99954	0.99955	1.0	17257	0
HAUS1	5	3.8089e-06	1.6768e-05	0.001841	161	5	1.0	1.0	1.0	17881	0
CTCF	5	3.8089e-06	1.6768e-05	0.001841	162	5	1.0	1.0	1.0	17880	0
RAD51	5	3.8242e-06	1.6768e-05	0.001841	163	5	1.0	1.0	1.0	17879	0
NFS1	5	3.8256e-06	1.6768e-05	0.001841	164	4	0.48718	0.63347	1.0	10595	1
HAUS5	5	3.9563e-06	1.7868e-05	0.001927	165	5	1.0	1.0	1.0	17878	0
UXT	5	3.9668e-06	1.7868e-05	0.001927	166	5	1.0	1.0	1.0	17877	0
SYS1	7	3.9796e-06	1.7868e-05	0.001927	167	5	0.99544	0.99541	1.0	16621	0
RPP38	5	4.0143e-06	1.8418e-05	0.001974	168	5	1.0	1.0	1.0	17876	0
PPP2CA	5	4.0947e-06	1.8967e-05	0.002021	169	5	1.0	1.0	1.0	17875	0
TUFM	5	4.2134e-06	1.9517e-05	0.002032	170	5	1.0	1.0	1.0	17873	0
RPL27	5	4.2134e-06	1.9517e-05	0.002032	171	5	1.0	1.0	1.0	17874	0
TSR1	5	4.2564e-06	1.9517e-05	0.002032	172	5	1.0	1.0	1.0	17872	0
MSTO1	5	4.2619e-06	1.9517e-05	0.002032	173	5	1.0	1.0	1.0	17871	0
SYMPK	5	4.3916e-06	2.0617e-05	0.002063	174	5	1.0	1.0	1.0	17870	0
EIF1AX	5	4.4852e-06	2.0617e-05	0.002063	175	5	1.0	1.0	1.0	17869	0
MRPL32	5	4.5128e-06	2.0617e-05	0.002063	176	5	1.0	1.0	1.0	17868	0
NUDCD3	5	4.5221e-06	2.0617e-05	0.002063	177	4	0.99351	0.99349	1.0	16522	0
DTL	5	4.5597e-06	2.0617e-05	0.002063	178	5	1.0	1.0	1.0	17867	0
PGS1	5	4.5702e-06	2.0617e-05	0.002063	179	5	0.99985	0.99984	1.0	17471	0
FARS2	5	4.596e-06	2.0617e-05	0.002063	180	4	0.98747	0.98746	1.0	16281	0
MCM5	5	4.6785e-06	2.1167e-05	0.002072	181	5	1.0	1.0	1.0	17866	0
LSM4	6	4.7743e-06	2.1167e-05	0.002072	182	5	0.89246	0.89405	1.0	14526	1
MRPL47	6	4.8101e-06	2.1167e-05	0.002072	183	6	1.0	1.0	1.0	17865	0
NDUFB7	5	4.8231e-06	2.1167e-05	0.002072	184	5	0.99993	0.99994	1.0	17605	0
PMVK	5	4.8831e-06	2.1716e-05	0.00211	185	5	1.0	1.0	1.0	17864	0
ERCC3	5	4.9006e-06	2.2266e-05	0.00211	186	5	0.99999	1.0	1.0	17855	0
SARS	5	4.9205e-06	2.2266e-05	0.00211	187	5	1.0	1.0	1.0	17862	0
NOP16	5	4.9205e-06	2.2266e-05	0.00211	190	5	1.0	1.0	1.0	17860	0
LUC7L3	5	4.9205e-06	2.2266e-05	0.00211	188	5	1.0	1.0	1.0	17861	0
LRR1	5	4.9205e-06	2.2266e-05	0.00211	189	5	1.0	1.0	1.0	17863	0
MRPL21	8	4.9901e-06	2.3366e-05	0.002151	191	8	0.99999	0.99999	1.0	17836	0
TUBG1	5	5.0182e-06	2.3915e-05	0.002151	192	5	0.99999	1.0	1.0	17858	0
KIF23	5	5.0182e-06	2.3915e-05	0.002151	193	5	0.99999	1.0	1.0	17859	0
TIMM13	5	5.0862e-06	2.5015e-05	0.002151	194	5	0.99999	0.99999	1.0	17809	0
MRPL41	5	5.1335e-06	2.5015e-05	0.002151	196	5	0.99999	1.0	1.0	17856	0
CDC27	5	5.1335e-06	2.5015e-05	0.002151	195	5	0.99999	1.0	1.0	17857	0
UBA52	5	5.2198e-06	2.5015e-05	0.002151	198	5	0.99999	1.0	1.0	17853	0
ACO2	5	5.2198e-06	2.5015e-05	0.002151	197	5	0.99999	1.0	1.0	17854	0
CPSF2	5	5.3807e-06	2.5015e-05	0.002151	199	5	0.99999	0.99999	1.0	17848	0
SAMM50	5	5.3807e-06	2.5015e-05	0.002151	201	5	0.99999	0.99999	1.0	17850	0
PRPF38B	5	5.3807e-06	2.5015e-05	0.002151	200	5	0.99999	0.99999	1.0	17851	0
DOHH	5	5.4879e-06	2.5565e-05	0.002151	202	5	0.99954	0.99955	1.0	17253	0
MAX	11	5.4971e-06	2.5565e-05	0.002151	203	7	0.058013	0.15476	0.860816	3236	1
RAD51C	6	5.5131e-06	2.5565e-05	0.002151	204	6	0.99999	0.99999	1.0	17847	0
HNRNPK	5	5.53e-06	2.5565e-05	0.002151	205	5	0.99999	0.99999	1.0	17846	0
MRP63	5	5.5506e-06	2.5565e-05	0.002151	206	5	0.99999	0.99999	1.0	17844	0
SMU1	5	5.5506e-06	2.5565e-05	0.002151	207	5	0.99999	0.99999	1.0	17845	0
GPR89A	3	5.5558e-06	2.5565e-05	0.002151	208	2	0.0088866	0.032168	0.588742	984	1
HMGCR	5	5.5817e-06	2.5565e-05	0.002151	209	5	0.99999	0.99999	1.0	17843	0
CPSF3L	5	5.6337e-06	2.5565e-05	0.002151	210	5	0.99999	0.99999	1.0	17842	0
TUBA1B	4	5.6424e-06	2.5565e-05	0.002151	211	4	0.99999	0.99999	1.0	17841	0
YARS2	5	5.652e-06	2.5565e-05	0.002151	212	4	0.99574	0.9957	1.0	16642	0
UTP6	5	5.6844e-06	2.5565e-05	0.002151	213	5	0.99999	0.99999	1.0	17840	0
DDX5	5	5.7621e-06	2.5565e-05	0.002151	214	5	0.99915	0.99915	1.0	17117	0
PXN	5	5.967e-06	2.6115e-05	0.002187	215	5	0.99999	0.99999	1.0	17839	0
BIRC5	5	6.1663e-06	2.6664e-05	0.002193	216	5	0.99993	0.99993	1.0	17600	0
EIF3J	7	6.2298e-06	2.6664e-05	0.002193	217	7	0.99999	0.99999	1.0	17838	0
TELO2	5	6.3124e-06	2.6664e-05	0.002193	218	4	0.98782	0.98783	1.0	16292	0
RBBP4	5	6.3772e-06	2.6664e-05	0.002193	219	5	0.99999	0.99999	1.0	17837	0
LSM10	5	6.4862e-06	2.7214e-05	0.002218	220	5	0.99988	0.99988	1.0	17521	0
ARHGEF7	5	6.6869e-06	2.7214e-05	0.002218	221	5	0.99999	0.99999	1.0	17835	0
STX4	5	6.7189e-06	2.7764e-05	0.002232	222	5	0.99999	0.99999	1.0	17834	0
SART3	5	6.8849e-06	2.7764e-05	0.002232	223	5	0.99999	0.99999	1.0	17833	0
NCAPG2	5	6.9095e-06	2.7764e-05	0.002232	224	5	0.99999	0.99999	1.0	17832	0
EXOSC2	5	7.0521e-06	2.8314e-05	0.002246	225	5	0.99999	0.99999	1.0	17831	0
PRPF31	5	7.0521e-06	2.8314e-05	0.002246	226	5	0.99999	0.99999	1.0	17830	0
SSBP1	5	7.1316e-06	2.8314e-05	0.002246	227	5	0.99996	0.99996	1.0	17671	0
INO80	5	7.2523e-06	2.8863e-05	0.00228	228	5	0.99999	0.99999	1.0	17829	0
NR2C2AP	5	7.3984e-06	2.9963e-05	0.002356	229	5	0.99999	0.99999	1.0	17828	0
NDUFS2	5	7.5755e-06	3.1612e-05	0.002454	232	5	0.99999	0.99999	1.0	17826	0
OSGEP	5	7.5755e-06	3.1612e-05	0.002454	231	5	0.99999	0.99999	1.0	17827	0
SCD	5	7.5755e-06	3.1612e-05	0.002454	230	5	0.99999	0.99999	1.0	17825	0
IK	5	7.6331e-06	3.2162e-05	0.002475	233	5	0.99989	0.99988	1.0	17524	0
NHP2	6	7.6679e-06	3.2162e-05	0.002475	234	6	0.99999	0.99999	1.0	17824	0
CDIPT	5	7.7425e-06	3.3262e-05	0.002517	235	5	0.99999	0.99999	1.0	17823	0
C9orf114	5	7.783e-06	3.3262e-05	0.002517	236	5	0.99999	0.99999	1.0	17822	0
EIF5	5	7.8124e-06	3.3262e-05	0.002517	237	5	0.99999	0.99999	1.0	17821	0
HYOU1	5	7.8284e-06	3.3262e-05	0.002517	238	4	0.99752	0.9975	1.0	16833	0
EIF3I	5	7.901e-06	3.3811e-05	0.002537	239	5	0.99999	0.99999	1.0	17819	0
XRCC3	5	7.9299e-06	3.3811e-05	0.002537	240	5	0.99988	0.99987	1.0	17517	0
HNRNPL	5	8.0412e-06	3.4361e-05	0.002557	241	5	0.99999	0.99999	1.0	17818	0
GEMIN5	5	8.0667e-06	3.4361e-05	0.002557	242	5	0.99999	0.99999	1.0	17817	0
PSMB7	5	8.2117e-06	3.4911e-05	0.002566	243	5	0.99999	0.99999	1.0	17816	0
COX4I1	5	8.2494e-06	3.4911e-05	0.002566	244	5	0.99999	0.99999	1.0	17815	0
PCID2	5	8.2873e-06	3.4911e-05	0.002566	245	5	0.99999	0.99999	1.0	17814	0
PSMB1	5	8.3491e-06	3.5461e-05	0.002596	246	5	0.99999	0.99999	1.0	17813	0
RPS8	5	8.4776e-06	3.5736e-05	0.002606	247	5	0.99994	0.99994	1.0	17615	0
U2AF1	5	8.5698e-06	3.656e-05	0.002655	248	5	0.99986	0.99985	1.0	17486	0
GPX4	5	8.8089e-06	3.8485e-05	0.002783	249	5	0.99999	0.99999	1.0	17774	0
DDX59	5	8.8348e-06	3.8759e-05	0.002792	250	5	0.99999	0.99999	1.0	17810	0
RPP21	5	9.0101e-06	3.9309e-05	0.002809	251	4	0.99822	0.99823	1.0	16930	0
TRNT1	5	9.0413e-06	3.9309e-05	0.002809	252	5	0.99999	0.99999	1.0	17808	0
SRFBP1	5	9.2907e-06	3.9859e-05	0.002837	253	5	0.99999	0.99999	1.0	17807	0
SELRC1	5	9.3637e-06	4.0409e-05	0.002843	254	5	0.99999	0.99999	1.0	17806	0
MBNL1	5	9.4003e-06	4.0409e-05	0.002843	255	5	0.99999	0.99999	1.0	17805	0
SCO2	5	9.4478e-06	4.0409e-05	0.002843	256	4	0.66793	0.74763	1.0	12255	1
SPCS3	5	9.6094e-06	4.0959e-05	0.002864	257	5	0.99999	0.99999	1.0	17803	0
ACTR10	5	9.722e-06	4.1508e-05	0.002864	258	5	0.99999	0.99999	1.0	17801	0
PPA1	5	9.722e-06	4.1508e-05	0.002864	259	5	0.99999	0.99999	1.0	17800	0
RBM14	5	9.722e-06	4.1508e-05	0.002864	260	5	0.99999	0.99999	1.0	17802	0
GTPBP4	5	9.804e-06	4.1508e-05	0.002864	261	5	0.99988	0.99987	1.0	17519	0
RRP7A	5	9.8954e-06	4.2058e-05	0.002891	262	5	0.99989	0.99988	1.0	17529	0
PRMT1	5	9.989e-06	4.2608e-05	0.002918	263	5	0.99999	0.99999	1.0	17799	0
PRMT5	5	1.0075e-05	4.3158e-05	0.002944	264	5	0.99999	0.99999	1.0	17798	0
TOP3A	5	1.0258e-05	4.3708e-05	0.002959	265	5	0.99841	0.99841	1.0	16957	0
COPB1	5	1.027e-05	4.3708e-05	0.002959	266	5	0.99999	0.99999	1.0	17797	0
MFAP1	5	1.0584e-05	4.5357e-05	0.003059	267	5	0.99999	0.99999	1.0	17796	0
MARS2	5	1.0887e-05	4.7006e-05	0.003124	268	5	0.99999	0.99999	1.0	17777	0
RPS11	5	1.089e-05	4.7006e-05	0.003124	271	5	0.99999	0.99999	1.0	17794	0
RNGTT	5	1.089e-05	4.7006e-05	0.003124	269	5	0.99999	0.99999	1.0	17793	0
CCT8	5	1.089e-05	4.7006e-05	0.003124	270	5	0.99999	0.99999	1.0	17795	0
C18orf21	7	1.1122e-05	4.9755e-05	0.003282	272	7	0.99999	0.99999	1.0	17792	0
NVL	5	1.1185e-05	4.9755e-05	0.003282	273	5	0.99999	0.99999	1.0	17791	0
NRF1	5	1.1317e-05	5.0305e-05	0.003306	274	5	0.99986	0.99985	1.0	17485	0
TRAPPC3	6	1.1479e-05	5.1404e-05	0.003354	275	6	0.99999	0.99999	1.0	17790	0
