id	num	lo.neg	p.neg	fdr.neg	rank.neg	goodsgrna.neg	lo.pos	p.pos	fdr.pos	rank.pos	goodsgrna.pos
LSM4	6	8.2216e-09	5.4978e-07	0.000261	37	6	0.99985	0.99985	1.0	17801	0
RPS9	5	8.9323e-09	5.4978e-07	0.000261	38	4	0.0090345	0.030566	0.757164	720	1
RPL8	5	9.3628e-09	8.2467e-07	0.00027	39	5	0.99995	0.99995	1.0	17850	0
TXNL4A	5	9.7441e-09	8.2467e-07	0.00027	40	5	0.99989	0.99989	1.0	17819	0
SEC61A1	5	1.0838e-08	8.2467e-07	0.00027	41	5	1.0	1.0	1.0	17976	0
RPS8	5	1.0888e-08	8.2467e-07	0.00027	42	5	1.0	1.0	1.0	17907	0
PSMB4	5	1.3033e-08	8.2467e-07	0.00027	43	5	1.0	1.0	1.0	17975	0
CDC23	5	1.3417e-08	8.2467e-07	0.00027	44	5	1.0	1.0	1.0	17974	0
COPB2	5	1.4359e-08	8.2467e-07	0.00027	45	5	1.0	1.0	1.0	17973	0
HINFP	5	1.4714e-08	8.2467e-07	0.00027	46	5	1.0	1.0	1.0	17972	0
NUP93	5	1.5476e-08	8.2467e-07	0.00027	47	5	1.0	1.0	1.0	17971	0
VCP	5	1.5558e-08	8.2467e-07	0.00027	48	5	0.99999	0.99999	1.0	17896	0
CKAP5	5	1.5853e-08	8.2467e-07	0.00027	49	5	1.0	1.0	1.0	17970	0
EIF3B	5	2.0352e-08	8.2467e-07	0.00027	50	5	1.0	1.0	1.0	17969	0
PSMC3	5	2.0894e-08	8.2467e-07	0.00027	51	5	0.9999	0.9999	1.0	17823	0
RPL11	5	2.1909e-08	8.2467e-07	0.00027	52	5	1.0	1.0	1.0	17968	0
RAN	5	2.4398e-08	8.2467e-07	0.00027	53	5	1.0	1.0	1.0	17967	0
DNM2	5	2.8062e-08	8.2467e-07	0.00027	54	5	0.99998	0.99997	1.0	17872	0
CDK1	5	2.9064e-08	8.2467e-07	0.00027	55	5	1.0	1.0	1.0	17966	0
SNW1	5	3.5191e-08	1.3745e-06	0.000393	56	5	1.0	1.0	1.0	17965	0
SCD	5	4.4295e-08	1.3745e-06	0.000393	57	5	1.0	1.0	1.0	17964	0
CHMP2A	5	4.4444e-08	1.3745e-06	0.000393	58	5	0.99928	0.99928	1.0	17709	0
PHB2	5	4.4646e-08	1.3745e-06	0.000393	59	5	1.0	1.0	1.0	17949	0
SCAP	5	4.8798e-08	1.3745e-06	0.000393	60	5	1.0	1.0	1.0	17963	0
SNRPF	5	5.7302e-08	1.3745e-06	0.000393	61	4	0.98966	0.98965	1.0	17298	0
SOX9	5	5.8813e-08	1.3745e-06	0.000393	62	5	1.0	1.0	1.0	17962	0
PSMD3	5	6.2525e-08	1.3745e-06	0.000393	63	5	1.0	1.0	1.0	17961	0
KIF23	5	7.1893e-08	1.9242e-06	0.000418	64	5	0.99999	0.99999	1.0	17890	0
RPA3	5	7.2761e-08	1.9242e-06	0.000418	65	5	1.0	1.0	1.0	17938	0
RPL23	5	7.3601e-08	1.9242e-06	0.000418	66	5	1.0	1.0	1.0	17960	0
TICRR	5	7.6014e-08	1.9242e-06	0.000418	67	5	1.0	1.0	1.0	17944	0
EEF2	5	7.6685e-08	1.9242e-06	0.000418	68	5	1.0	1.0	1.0	17959	0
EIF3D	5	8.1252e-08	1.9242e-06	0.000418	69	5	0.99988	0.99989	1.0	17815	0
RPS11	5	8.5093e-08	1.9242e-06	0.000418	70	5	1.0	1.0	1.0	17958	0
KLF5	5	8.5336e-08	1.9242e-06	0.000418	71	5	1.0	1.0	1.0	17957	0
NUP133	5	8.5703e-08	1.9242e-06	0.000418	72	5	1.0	1.0	1.0	17956	0
PSMD2	5	8.7057e-08	1.9242e-06	0.000418	73	5	1.0	1.0	1.0	17955	0
RPL18A	3	8.9332e-08	1.9242e-06	0.000418	74	3	1.0	1.0	1.0	17954	0
CDC16	5	9.6758e-08	1.9242e-06	0.000418	75	4	0.99284	0.99285	1.0	17424	0
SUPT6H	5	9.7977e-08	1.9242e-06	0.000418	76	5	1.0	1.0	1.0	17953	0
CCND1	5	9.8934e-08	1.9242e-06	0.000418	77	5	1.0	1.0	1.0	17952	0
RPA2	5	1.0268e-07	1.9242e-06	0.000418	78	5	0.99991	0.99991	1.0	17829	0
USP39	5	1.0298e-07	1.9242e-06	0.000418	79	5	1.0	1.0	1.0	17951	0
RPL18	5	1.0343e-07	1.9242e-06	0.000418	80	4	0.87509	0.87665	1.0	14963	0
SUPT16H	5	1.0381e-07	1.9242e-06	0.000418	81	5	1.0	1.0	1.0	17940	0
ECD	5	1.0495e-07	1.9242e-06	0.000418	82	5	0.99965	0.99966	1.0	17759	0
ATP6V1A	5	1.1283e-07	1.9242e-06	0.000418	83	5	1.0	1.0	1.0	17950	0
RPL10A	5	1.3076e-07	2.474e-06	0.000459	84	5	1.0	1.0	1.0	17939	0
ATP6V0B	5	1.3441e-07	2.474e-06	0.000459	85	4	0.056842	0.13986	0.907557	2772	1
TUT1	5	1.3626e-07	2.474e-06	0.000459	86	4	0.9484	0.94858	1.0	16366	0
SRSF2	5	1.3836e-07	2.474e-06	0.000459	87	5	1.0	1.0	1.0	17948	0
PRIM1	5	1.4052e-07	2.474e-06	0.000459	88	5	1.0	1.0	1.0	17947	0
RPS20	4	1.58e-07	2.474e-06	0.000459	89	4	1.0	1.0	1.0	17946	0
CENPM	10	1.6474e-07	2.474e-06	0.000459	90	8	0.97515	0.97512	1.0	16945	0
CLP1	5	1.6747e-07	2.474e-06	0.000459	91	5	0.99998	0.99998	1.0	17880	0
CCDC94	5	1.6978e-07	2.474e-06	0.000459	92	5	1.0	1.0	1.0	17945	0
U2AF1	5	1.713e-07	2.474e-06	0.000459	93	5	0.99998	0.99997	1.0	17873	0
EFTUD2	5	1.7431e-07	2.474e-06	0.000459	94	5	0.99975	0.99976	1.0	17783	0
NKAP	5	1.8378e-07	2.474e-06	0.000459	95	4	0.99338	0.99336	1.0	17432	0
UBL5	3	1.9111e-07	2.474e-06	0.000459	96	3	1.0	1.0	1.0	17943	0
PSMB2	5	2.0249e-07	2.474e-06	0.000459	97	5	0.99923	0.99922	1.0	17701	0
COPA	5	2.1075e-07	2.7489e-06	0.000505	98	5	0.99958	0.99959	1.0	17746	0
SNRPD1	5	2.1191e-07	3.0238e-06	0.000534	99	5	1.0	1.0	1.0	17942	0
DDX56	5	2.5086e-07	3.0238e-06	0.000534	100	5	1.0	1.0	1.0	17941	0
GSPT1	5	2.5964e-07	3.0238e-06	0.000534	101	5	1.0	1.0	1.0	17927	0
DDX39B	5	2.6496e-07	3.0238e-06	0.000534	102	5	1.0	0.99999	1.0	17901	0
PDE4DIP	22	2.7947e-07	3.5736e-06	0.000545	103	16	0.18379	0.33839	0.996705	6114	3
PRPF8	5	3.0364e-07	3.5736e-06	0.000545	104	4	0.99358	0.99357	1.0	17441	0
CDK11A	5	3.0534e-07	3.5736e-06	0.000545	105	4	0.66063	0.70995	1.0	12145	1
AQR	5	3.4922e-07	3.5736e-06	0.000545	106	5	0.99994	0.99994	1.0	17847	0
DHDDS	5	3.4926e-07	3.5736e-06	0.000545	107	5	1.0	1.0	1.0	17937	0
RPL15	2	3.6098e-07	3.5736e-06	0.000545	108	2	1.0	1.0	1.0	17936	0
SF3A2	5	3.8008e-07	3.5736e-06	0.000545	109	4	0.52339	0.64035	1.0	10999	1
KIF18A	5	4.0019e-07	3.5736e-06	0.000545	110	5	1.0	1.0	1.0	17935	0
CDC20	5	4.1461e-07	3.5736e-06	0.000545	111	5	0.9999	0.9999	1.0	17825	0
PRPF38A	5	4.3224e-07	3.5736e-06	0.000545	112	5	1.0	1.0	1.0	17934	0
BRF1	13	4.4363e-07	3.5736e-06	0.000545	113	8	0.97742	0.97734	1.0	16997	1
DYNC1H1	5	4.7419e-07	3.5736e-06	0.000545	114	4	0.79753	0.80372	1.0	13678	1
SRSF1	5	5.0756e-07	3.5736e-06	0.000545	115	5	1.0	1.0	1.0	17933	0
RPL27A	5	5.1266e-07	3.5736e-06	0.000545	116	5	1.0	1.0	1.0	17932	0
RRM1	5	5.1571e-07	3.5736e-06	0.000545	117	5	1.0	1.0	1.0	17929	0
ALYREF	5	5.1883e-07	3.5736e-06	0.000545	118	5	1.0	1.0	1.0	17931	0
RPL19	3	5.2873e-07	4.1234e-06	0.000585	119	3	1.0	1.0	1.0	17930	0
CDC5L	5	5.4006e-07	4.1234e-06	0.000585	120	5	0.99999	0.99999	1.0	17886	0
HNRNPK	5	5.4789e-07	4.1234e-06	0.000585	121	5	1.0	1.0	1.0	17928	0
CDC45	5	5.5588e-07	4.1234e-06	0.000585	122	5	1.0	0.99999	1.0	17900	0
MFAP1	5	6.4917e-07	4.1234e-06	0.000585	123	5	0.99997	0.99997	1.0	17869	0
RPS3	4	6.6002e-07	4.1234e-06	0.000585	124	4	1.0	1.0	1.0	17926	0
PPAN	5	7.0141e-07	4.1234e-06	0.000585	125	5	1.0	1.0	1.0	17925	0
UBE2I	5	7.16e-07	4.1234e-06	0.000585	126	5	1.0	1.0	1.0	17924	0
SF1	5	7.4591e-07	4.1234e-06	0.000585	127	5	1.0	1.0	1.0	17923	0
KIAA1432	5	8.0139e-07	4.6731e-06	0.000652	128	5	1.0	1.0	1.0	17922	0
INTS9	5	8.0165e-07	4.6731e-06	0.000652	129	5	1.0	0.99999	1.0	17899	0
PSMB1	5	8.2646e-07	5.2229e-06	0.000724	130	4	0.91612	0.9169	1.0	15729	0
POLR3A	5	8.7729e-07	5.7727e-06	0.000788	131	5	1.0	1.0	1.0	17921	0
NARS	5	8.8757e-07	5.7727e-06	0.000788	132	5	1.0	1.0	1.0	17920	0
RPS19	5	9.3459e-07	6.3225e-06	0.000856	133	5	1.0	1.0	1.0	17919	0
CCT3	5	9.9996e-07	6.8723e-06	0.00091	134	5	0.99906	0.99905	1.0	17680	0
CPSF3L	5	1.0103e-06	6.8723e-06	0.00091	135	5	1.0	1.0	1.0	17917	0
COPB1	5	1.0398e-06	6.8723e-06	0.00091	136	5	0.99987	0.99987	1.0	17809	0
INTS6	8	1.1033e-06	7.422e-06	0.000948	137	7	0.98543	0.98537	1.0	17177	0
NSL1	5	1.1037e-06	7.422e-06	0.000948	138	5	1.0	1.0	1.0	17918	0
ELL	5	1.1052e-06	7.422e-06	0.000948	139	5	0.99999	0.99999	1.0	17884	0
SPDL1	5	1.1367e-06	7.422e-06	0.000948	140	5	0.99999	0.99999	1.0	17897	0
HSPA9	5	1.1435e-06	7.422e-06	0.000948	141	5	1.0	1.0	1.0	17915	0
ANAPC2	5	1.2184e-06	7.9718e-06	0.001011	142	5	0.99866	0.99867	1.0	17656	0
CRNKL1	5	1.2405e-06	8.5216e-06	0.001066	143	5	1.0	1.0	1.0	17916	0
MED27	8	1.3015e-06	8.5216e-06	0.001066	144	7	0.99801	0.99804	1.0	17610	0
AP2M1	5	1.359e-06	9.0714e-06	0.001119	145	5	1.0	1.0	1.0	17914	0
WDR82	5	1.4244e-06	9.0714e-06	0.001119	146	5	0.99961	0.99961	1.0	17750	0
CDC7	5	1.5492e-06	9.6212e-06	0.00114	147	4	0.98966	0.98965	1.0	17296	0
SF3A3	5	1.5572e-06	9.6212e-06	0.00114	148	5	1.0	1.0	1.0	17913	0
EIF3I	5	1.5683e-06	9.6212e-06	0.00114	149	4	0.84789	0.84991	1.0	14478	0
LRR1	5	1.5959e-06	9.6212e-06	0.00114	150	5	0.99997	0.99997	1.0	17864	0
MFN2	5	1.5974e-06	9.6212e-06	0.00114	151	5	1.0	1.0	1.0	17912	0
KPNB1	5	1.6674e-06	9.6212e-06	0.00114	152	4	0.27551	0.42554	1.0	7546	1
BIRC5	5	1.7468e-06	1.0171e-05	0.001182	153	4	0.99677	0.99678	1.0	17550	0
EIF1	5	1.8269e-06	1.0171e-05	0.001182	154	5	1.0	1.0	1.0	17911	0
PSMB3	5	1.8838e-06	1.0171e-05	0.001182	155	5	0.99995	0.99995	1.0	17853	0
RPS7	3	1.9686e-06	1.0721e-05	0.001214	156	3	0.99996	0.99996	1.0	17863	0
IPO13	5	2.0055e-06	1.0721e-05	0.001214	157	4	0.12257	0.2513	0.969511	4668	1
DHX8	5	2.0476e-06	1.0721e-05	0.001214	158	5	0.99991	0.9999	1.0	17826	0
WDR74	5	2.0975e-06	1.0721e-05	0.001214	159	5	0.99999	0.99999	1.0	17888	0
POLA2	5	2.1888e-06	1.127e-05	0.001269	160	5	1.0	1.0	1.0	17902	0
IGF1R	5	2.3405e-06	1.237e-05	0.001384	161	5	1.0	1.0	1.0	17910	0
RBMX	6	2.4435e-06	1.292e-05	0.001436	162	6	1.0	1.0	1.0	17909	0
RACGAP1	5	2.6298e-06	1.347e-05	0.00147	163	5	1.0	1.0	1.0	17908	0
CCT7	5	2.7303e-06	1.347e-05	0.00147	164	4	0.94901	0.94917	1.0	16381	0
RPL27	5	2.7875e-06	1.347e-05	0.00147	165	4	0.92221	0.92288	1.0	15832	0
CENPW	6	2.9247e-06	1.4019e-05	0.001503	166	5	0.99864	0.99866	1.0	17654	0
IK	5	2.9591e-06	1.4019e-05	0.001503	167	4	0.95744	0.95751	1.0	16547	0
RPA1	5	3.1074e-06	1.4019e-05	0.001503	168	4	0.97697	0.97689	1.0	16985	0
SARS	5	3.1582e-06	1.4569e-05	0.001543	169	5	1.0	1.0	1.0	17906	0
RPS23	5	3.2001e-06	1.4569e-05	0.001543	170	5	0.99999	0.99999	1.0	17889	0
PHB	5	3.3548e-06	1.5669e-05	0.001631	171	5	0.99998	0.99997	1.0	17871	0
GTPBP4	5	3.4123e-06	1.5669e-05	0.001631	172	5	0.99968	0.99969	1.0	17765	0
HIST1H2BH	4	3.4377e-06	1.5669e-05	0.001631	173	4	0.99838	0.99842	1.0	17626	0
MCM7	5	3.4868e-06	1.6219e-05	0.00166	174	5	1.0	1.0	1.0	17905	0
CTNNB1	5	3.5276e-06	1.6219e-05	0.00166	175	5	0.99993	0.99992	1.0	17840	0
THAP1	8	3.5562e-06	1.6219e-05	0.00166	176	7	0.99954	0.99954	1.0	17741	0
PSMB7	5	3.5916e-06	1.6768e-05	0.001678	177	4	0.90623	0.90718	1.0	15534	0
BUD31	5	3.662e-06	1.6768e-05	0.001678	178	4	0.8904	0.89153	1.0	15230	0
DHX37	5	3.6882e-06	1.6768e-05	0.001678	179	5	1.0	1.0	1.0	17904	0
INCENP	5	3.6981e-06	1.6768e-05	0.001678	180	5	1.0	1.0	1.0	17903	0
SMC4	5	3.7891e-06	1.7318e-05	0.001714	181	5	0.9999	0.9999	1.0	17824	0
IMP3	5	3.8059e-06	1.7318e-05	0.001714	182	5	0.99992	0.99991	1.0	17834	0
TOPBP1	5	3.8908e-06	1.7868e-05	0.001758	183	4	0.98129	0.98121	1.0	17086	0
SNRPB	5	4.6696e-06	1.9517e-05	0.00191	184	4	0.98348	0.98343	1.0	17131	0
NOP56	5	4.806e-06	2.0067e-05	0.001953	185	5	1.0	0.99999	1.0	17898	0
POLR2G	5	5.0653e-06	2.1716e-05	0.002103	186	5	0.99976	0.99977	1.0	17787	0
PCNA	5	5.3273e-06	2.3366e-05	0.002238	187	4	0.99616	0.99617	1.0	17527	0
LSM7	5	5.378e-06	2.3366e-05	0.002238	188	5	0.99993	0.99992	1.0	17839	0
YAP1	6	5.5821e-06	2.3915e-05	0.002279	189	6	0.99999	0.99999	1.0	17895	0
RPL37A	4	5.7139e-06	2.4465e-05	0.002319	190	3	0.98369	0.98364	1.0	17134	0
RPS29	2	5.9626e-06	2.5015e-05	0.002334	191	2	0.99999	0.99999	1.0	17894	0
PHF5A	5	6.0272e-06	2.5015e-05	0.002334	192	4	0.99728	0.99728	1.0	17573	0
GTF2B	5	6.1572e-06	2.5015e-05	0.002334	193	5	0.99999	0.99999	1.0	17893	0
ZNF830	5	6.3289e-06	2.5565e-05	0.002373	194	4	0.24234	0.39414	1.0	7013	1
EIF1AX	5	6.888e-06	2.9963e-05	0.002767	195	5	0.99998	0.99997	1.0	17875	0
SF3B4	5	7.0734e-06	3.1063e-05	0.00284	196	5	0.99998	0.99997	1.0	17870	0
RPS18	3	7.1866e-06	3.1063e-05	0.00284	197	3	0.99999	0.99999	1.0	17892	0
MCM3AP	5	7.4028e-06	3.1612e-05	0.002875	198	5	0.99999	0.99999	1.0	17891	0
PSMB6	5	7.5424e-06	3.2162e-05	0.002911	199	4	0.98966	0.98965	1.0	17308	0
PRPF6	5	7.734e-06	3.2712e-05	0.002946	200	3	0.36376	0.50928	1.0	8862	1
PSMA3	5	8.0417e-06	3.4911e-05	0.003128	201	3	0.37871	0.52336	1.0	9108	1
ERH	5	8.4165e-06	3.711e-05	0.003308	202	5	0.99993	0.99993	1.0	17843	0
MAK16	5	8.7356e-06	3.821e-05	0.00334	203	5	0.99999	0.99999	1.0	17883	0
INTS4	5	8.8311e-06	3.821e-05	0.00334	204	3	0.94897	0.94913	1.0	16379	0
PSMA7	5	8.9462e-06	3.821e-05	0.00334	205	5	0.99985	0.99986	1.0	17802	0
PDCD2	7	8.9469e-06	3.821e-05	0.00334	206	6	0.16166	0.3128	0.987701	5701	1
TOP2A	5	9.2148e-06	3.9309e-05	0.00342	207	5	0.99974	0.99975	1.0	17781	0
GBF1	5	9.3568e-06	4.0409e-05	0.003499	208	4	0.40281	0.54618	1.0	9452	1
DYNC1I2	5	9.6009e-06	4.0959e-05	0.003529	209	5	0.99972	0.99973	1.0	17776	0
RPL36A	3	9.8353e-06	4.3158e-05	0.003701	210	3	0.99999	0.99999	1.0	17885	0
HIST1H2BC	4	9.8798e-06	4.3708e-05	0.00373	211	3	0.9888	0.98878	1.0	17281	0
SNRNP200	5	1.0158e-05	4.4257e-05	0.00376	212	4	0.98966	0.98965	1.0	17322	0
RPL35	5	1.0225e-05	4.4807e-05	0.003788	213	5	0.99994	0.99993	1.0	17845	0
SRSF3	5	1.0291e-05	4.5357e-05	0.003817	214	4	0.99727	0.99727	1.0	17572	0
RPS24	5	1.0629e-05	4.7556e-05	0.003965	215	4	0.99706	0.99706	1.0	17562	0
SAP30BP	5	1.0649e-05	4.7556e-05	0.003965	216	4	0.99616	0.99617	1.0	17530	0
SKA3	5	1.0905e-05	4.8656e-05	0.004038	217	4	0.96633	0.9664	1.0	16757	0
SLMO2	5	1.1343e-05	5.3054e-05	0.004383	218	5	0.99986	0.99986	1.0	17803	0
WDR33	5	1.1381e-05	5.3604e-05	0.004408	219	4	0.99763	0.99762	1.0	17587	0
NIFK	5	1.1793e-05	5.6902e-05	0.004658	220	5	0.99936	0.99936	1.0	17716	0
POLR2E	5	1.1903e-05	5.7452e-05	0.004661	221	4	0.99573	0.99574	1.0	17512	0
DDX54	5	1.2003e-05	5.7452e-05	0.004661	222	5	0.99982	0.99983	1.0	17798	0
AAMP	5	1.2577e-05	5.9101e-05	0.004773	223	5	0.99999	0.99998	1.0	17881	0
PSMD11	5	1.3377e-05	6.5699e-05	0.005282	224	5	0.99999	0.99998	1.0	17882	0
RAB6A	13	1.3519e-05	6.7348e-05	0.005391	225	10	0.99999	0.99999	1.0	17887	0
THOC5	5	1.4158e-05	7.1746e-05	0.005717	226	5	0.99862	0.99864	1.0	17650	0
ABCE1	5	1.458e-05	7.3396e-05	0.005823	227	5	0.99973	0.99974	1.0	17777	0
SF3A1	5	1.5525e-05	7.6145e-05	0.006014	228	4	0.014113	0.045338	0.780982	1043	1
WDR43	5	1.5893e-05	8.0543e-05	0.006334	229	4	0.9959	0.99591	1.0	17518	0
PSMD6	5	1.6784e-05	8.3292e-05	0.006508	230	5	0.99992	0.99992	1.0	17835	0
SEC13	5	1.6949e-05	8.3841e-05	0.006508	231	5	0.99998	0.99998	1.0	17879	0
POLR2D	5	1.698e-05	8.3841e-05	0.006508	232	5	0.99992	0.99991	1.0	17831	0
RBM22	5	1.7818e-05	8.9339e-05	0.006905	233	4	0.41969	0.5623	1.0	9707	1
POLE	5	1.8625e-05	9.4837e-05	0.007299	234	5	0.99998	0.99998	1.0	17878	0
WARS	5	1.9465e-05	9.7586e-05	0.007478	235	5	0.99998	0.99998	1.0	17877	0
WDR36	5	2.0104e-05	0.00010088	0.007666	236	4	0.98679	0.9867	1.0	17217	0
ARCN1	5	2.0121e-05	0.00010088	0.007666	237	5	0.99949	0.99948	1.0	17734	0
EIF3F	4	2.019e-05	0.00010143	0.007675	238	4	0.99998	0.99997	1.0	17876	0
RPL31	2	2.038e-05	0.00010198	0.007685	239	2	0.99998	0.99997	1.0	17874	0
CCNK	5	2.0805e-05	0.00010253	0.007694	240	4	0.97597	0.97589	1.0	16962	0
GINS1	5	2.1316e-05	0.00010363	0.007744	241	5	0.99994	0.99994	1.0	17848	0
PSMD7	5	2.2772e-05	0.00010638	0.007917	242	4	0.95354	0.95365	1.0	16465	0
DONSON	5	2.4571e-05	0.00011738	0.008699	243	5	0.99991	0.99991	1.0	17828	0
ACTR10	5	2.5186e-05	0.00011848	0.008745	244	5	0.9996	0.9996	1.0	17749	0
SNRPD2	5	2.6651e-05	0.00012343	0.009073	245	4	0.58294	0.66858	1.0	11477	1
KAT8	5	2.756e-05	0.00012672	0.009277	246	3	0.98882	0.9888	1.0	17282	0
RPS4X	3	2.7848e-05	0.00012782	0.00932	247	3	0.99997	0.99997	1.0	17868	0
TUBA1C	3	2.8019e-05	0.00012837	0.009322	248	2	0.9604	0.96051	1.0	16610	0
INTS8	5	2.8184e-05	0.00012892	0.009324	249	5	0.99991	0.99991	1.0	17830	0
BRF2	5	2.8707e-05	0.00013057	0.009406	250	5	0.99867	0.99868	1.0	17657	0
CHAF1B	5	2.8788e-05	0.00013222	0.009487	251	4	0.97424	0.97419	1.0	16924	0
HAUS6	5	2.9504e-05	0.00013552	0.009647	252	5	0.9995	0.9995	1.0	17736	0
POLR2C	5	2.9571e-05	0.00013552	0.009647	253	5	0.99935	0.99935	1.0	17715	0
ZNF131	5	2.9895e-05	0.00013772	0.009765	254	5	0.99854	0.99857	1.0	17639	0
EIF4A1	4	3.0057e-05	0.00013827	0.009765	255	4	0.99997	0.99997	1.0	17867	0
EIF3G	5	3.066e-05	0.00013992	0.009843	256	5	0.99994	0.99993	1.0	17846	0
HAUS4	5	3.1249e-05	0.00014542	0.01019	257	4	0.97372	0.97367	1.0	16909	0
SPC25	5	3.1344e-05	0.00014707	0.010266	258	5	0.99997	0.99997	1.0	17866	0
UTP18	5	3.2672e-05	0.00015091	0.010491	259	5	0.99997	0.99997	1.0	17865	0
RUVBL2	5	3.2928e-05	0.00015146	0.010491	260	5	0.99991	0.9999	1.0	17827	0
PSMC2	5	3.3864e-05	0.00015696	0.01083	261	4	0.98966	0.98965	1.0	17316	0
SGOL1	5	3.4153e-05	0.00015861	0.010902	262	4	0.99453	0.99451	1.0	17471	0
NDC80	5	3.4378e-05	0.00015971	0.010936	263	3	0.76768	0.77987	1.0	13283	1
CDC123	5	3.6881e-05	0.00017071	0.011645	264	5	0.99836	0.99839	1.0	17625	0
MEPCE	10	3.7202e-05	0.00017181	0.011676	265	8	0.99504	0.99503	1.0	17490	0
RRN3	5	3.8232e-05	0.00017703	0.011985	266	5	0.99996	0.99996	1.0	17862	0
PWP2	5	3.8377e-05	0.0001784	0.012033	267	4	0.99561	0.99563	1.0	17506	0
COPZ1	6	3.859e-05	0.0001806	0.012136	268	5	0.73194	0.75429	1.0	12864	1
ASNS	5	3.8734e-05	0.00018225	0.012156	269	5	0.99996	0.99996	1.0	17861	0
ATP2A2	5	3.875e-05	0.00018225	0.012156	270	5	0.99996	0.99996	1.0	17860	0
CCT4	5	3.9126e-05	0.00018445	0.012249	271	5	0.99996	0.99996	1.0	17859	0
RBM25	5	3.9258e-05	0.000185	0.012249	272	5	0.99995	0.99995	1.0	17856	0
PSMA6	5	4.039e-05	0.0001905	0.012567	273	5	0.99996	0.99996	1.0	17858	0
CSNK1A1	5	4.0651e-05	0.00019215	0.012629	274	5	0.99989	0.99989	1.0	17816	0
ORC6	5	4.1378e-05	0.00019325	0.012655	275	4	0.99548	0.9955	1.0	17500	0
