id	num	lo.neg	p.neg	fdr.neg	rank.neg	goodsgrna.neg	lo.pos	p.pos	fdr.pos	rank.pos	goodsgrna.pos
RANGAP1	5	3.7236e-07	3.5736e-06	0.002122	27	4	0.98611	0.98603	1.0	16577	0
NAA20	5	4.1123e-07	3.5736e-06	0.002122	28	5	1.0	1.0	1.0	17995	0
SNAPC4	5	4.9097e-07	4.1234e-06	0.002122	29	4	0.97052	0.97055	1.0	16143	0
PPAT	5	5.0351e-07	4.1234e-06	0.002122	30	5	1.0	1.0	1.0	17994	0
PSMD3	5	5.2925e-07	4.1234e-06	0.002122	31	5	1.0	1.0	1.0	17992	0
PSMG4	6	5.7864e-07	4.1234e-06	0.002122	32	6	1.0	1.0	1.0	17991	0
RPS20	4	6.1043e-07	4.1234e-06	0.002122	33	4	1.0	1.0	1.0	17990	0
RAB5C	5	6.358e-07	4.1234e-06	0.002122	34	5	0.99998	0.99998	1.0	17894	0
RPS6	3	6.3702e-07	4.1234e-06	0.002122	35	3	1.0	1.0	1.0	17989	0
DNAJC9	5	6.942e-07	4.6731e-06	0.002275	36	5	1.0	1.0	1.0	17988	0
ERCC3	5	7.2069e-07	4.6731e-06	0.002275	37	5	1.0	1.0	1.0	17987	0
CENPM	10	8.0664e-07	5.2229e-06	0.002351	38	9	0.98372	0.98366	1.0	16502	1
SNRPD3	5	8.1044e-07	5.2229e-06	0.002351	39	4	0.92256	0.92328	1.0	15139	0
RRM1	5	8.2209e-07	5.2229e-06	0.002351	40	5	1.0	1.0	1.0	17986	0
TINF2	5	8.3908e-07	5.4978e-06	0.002415	41	5	1.0	1.0	1.0	17980	0
THG1L	5	8.5664e-07	5.7727e-06	0.002418	42	5	1.0	1.0	1.0	17985	0
RNF20	5	8.8836e-07	5.7727e-06	0.002418	43	5	1.0	1.0	1.0	17984	0
BUD31	5	9.374e-07	6.3225e-06	0.00253	44	5	0.99982	0.99981	1.0	17712	0
PRPF38B	5	1.0097e-06	6.3225e-06	0.00253	45	5	1.0	1.0	1.0	17983	0
SF1	5	1.0887e-06	6.8723e-06	0.002633	46	5	1.0	1.0	1.0	17982	0
PSMA7	5	1.1028e-06	6.8723e-06	0.002633	47	5	1.0	1.0	1.0	17981	0
NARS	5	1.3078e-06	7.9718e-06	0.002871	48	5	1.0	1.0	1.0	17979	0
ATP5A1	5	1.3273e-06	7.9718e-06	0.002871	49	5	0.99879	0.99873	1.0	17382	0
LCE2A	4	1.3283e-06	7.9718e-06	0.002871	50	4	1.0	1.0	1.0	17978	0
TCF12	5	1.5226e-06	9.0714e-06	0.003142	51	5	1.0	1.0	1.0	17977	0
MED27	8	1.5634e-06	9.0714e-06	0.003142	52	8	1.0	1.0	1.0	17976	0
PSMC4	5	1.6165e-06	9.6212e-06	0.003269	53	4	0.99505	0.99502	1.0	17017	0
DDX20	5	1.6644e-06	1.0171e-05	0.003387	54	4	0.95379	0.95395	1.0	15763	0
DCLRE1B	5	1.7932e-06	1.0721e-05	0.003387	55	5	1.0	1.0	1.0	17975	0
GNB1L	5	1.8198e-06	1.0721e-05	0.003387	56	5	1.0	1.0	1.0	17974	0
TRMT112	5	1.8654e-06	1.0721e-05	0.003387	57	5	1.0	1.0	1.0	17973	0
DTL	5	1.9986e-06	1.182e-05	0.00367	58	5	0.99978	0.99977	1.0	17681	0
POP5	5	2.036e-06	1.237e-05	0.003762	59	5	1.0	1.0	1.0	17972	0
CDC37	5	2.1992e-06	1.292e-05	0.003762	60	5	1.0	1.0	1.0	17971	0
RBM14	5	2.2149e-06	1.292e-05	0.003762	61	4	0.61264	0.72017	1.0	11907	1
PPIL1	5	2.2977e-06	1.347e-05	0.003762	62	5	1.0	1.0	1.0	17970	0
MCM6	5	2.384e-06	1.5119e-05	0.003762	63	5	1.0	1.0	1.0	17969	0
QARS	5	2.4174e-06	1.5119e-05	0.003762	64	5	1.0	1.0	1.0	17968	0
SAE1	6	2.4261e-06	1.5119e-05	0.003762	65	5	0.9689	0.96898	1.0	16104	0
COPB2	5	2.4441e-06	1.5119e-05	0.003762	66	5	1.0	1.0	1.0	17967	0
DHDDS	5	2.6566e-06	1.5119e-05	0.003762	67	5	0.99955	0.99953	1.0	17566	0
TPT1	6	2.7364e-06	1.5669e-05	0.003762	68	6	0.99982	0.99981	1.0	17700	0
ELL	5	2.8348e-06	1.5669e-05	0.003762	69	5	1.0	1.0	1.0	17966	0
MDM4	15	2.8568e-06	1.5669e-05	0.003762	70	13	1.0	1.0	1.0	17993	0
RPL8	5	2.865e-06	1.5669e-05	0.003762	71	5	1.0	1.0	1.0	17965	0
RPL23	5	2.8803e-06	1.5669e-05	0.003762	72	5	1.0	1.0	1.0	17964	0
KAT8	5	2.9038e-06	1.5669e-05	0.003762	73	5	1.0	1.0	1.0	17963	0
ARPC4	9	2.9351e-06	1.5669e-05	0.003762	74	9	1.0	1.0	1.0	17961	0
YRDC	5	3.0404e-06	1.5669e-05	0.003762	75	5	1.0	1.0	1.0	17962	0
PTPMT1	5	3.0624e-06	1.6219e-05	0.003843	76	5	0.9982	0.99814	1.0	17288	0
CDK6	5	3.1736e-06	1.6768e-05	0.003872	77	5	1.0	1.0	1.0	17960	0
C7orf26	5	3.189e-06	1.6768e-05	0.003872	78	5	1.0	1.0	1.0	17959	0
RPL13A	4	3.2704e-06	1.7868e-05	0.003924	79	4	1.0	1.0	1.0	17958	0
UBL5	3	3.3368e-06	1.7868e-05	0.003924	80	3	1.0	1.0	1.0	17957	0
WDR77	5	3.4255e-06	1.7868e-05	0.003924	81	5	1.0	1.0	1.0	17956	0
ATP6V0D1	5	3.4643e-06	1.7868e-05	0.003924	82	5	0.99937	0.99933	1.0	17515	0
PIM1	5	3.6675e-06	1.8418e-05	0.003949	83	5	0.99999	0.99999	1.0	17928	0
ARL2	5	3.6845e-06	1.8418e-05	0.003949	84	5	1.0	1.0	1.0	17955	0
RPL28	9	3.9758e-06	2.1167e-05	0.004485	85	8	0.96896	0.96905	1.0	16106	1
NELFCD	5	4.1901e-06	2.2816e-05	0.004778	86	5	0.99998	0.99998	1.0	17903	0
HIST1H2AC	4	4.4811e-06	2.4465e-05	0.005007	87	4	1.0	1.0	1.0	17954	0
CDC73	5	4.4871e-06	2.4465e-05	0.005007	88	4	0.98676	0.98667	1.0	16602	0
EIF3L	5	4.6845e-06	2.5015e-05	0.005059	89	5	1.0	1.0	1.0	17952	0
PFDN6	5	4.7754e-06	2.5565e-05	0.005059	90	5	1.0	1.0	1.0	17951	0
HIST1H2AH	4	4.8444e-06	2.5565e-05	0.005059	91	4	0.99991	0.99991	1.0	17796	0
TFRC	5	4.9516e-06	2.6664e-05	0.00522	92	5	0.99998	0.99998	1.0	17889	0
CCT7	5	5.1774e-06	2.7764e-05	0.005257	93	4	0.92267	0.92338	1.0	15142	0
OIP5	5	5.2199e-06	2.7764e-05	0.005257	94	4	0.58165	0.70749	1.0	11712	1
CDC16	5	5.2214e-06	2.7764e-05	0.005257	95	5	0.99999	1.0	1.0	17950	0
RAE1	5	5.2661e-06	2.8314e-05	0.005257	96	4	0.70914	0.76488	1.0	12556	1
RABGGTB	5	5.2939e-06	2.8314e-05	0.005257	97	5	0.99999	1.0	1.0	17949	0
WBSCR22	5	5.4805e-06	2.8863e-05	0.005284	98	5	0.99976	0.99974	1.0	17661	0
NHP2L1	5	5.871e-06	2.9963e-05	0.005284	99	5	0.99999	1.0	1.0	17948	0
PABPC1	5	5.8818e-06	2.9963e-05	0.005284	100	5	0.99999	1.0	1.0	17947	0
GINS4	5	5.9542e-06	2.9963e-05	0.005284	101	5	0.99999	1.0	1.0	17946	0
PCYT1A	5	6.0091e-06	3.0513e-05	0.005284	102	5	0.99999	1.0	1.0	17945	0
CTR9	5	6.1311e-06	3.0513e-05	0.005284	103	5	0.99999	1.0	1.0	17944	0
SYMPK	5	6.1984e-06	3.0513e-05	0.005284	104	5	0.99999	1.0	1.0	17943	0
STAG2	5	6.2399e-06	3.1063e-05	0.005328	105	5	0.99999	1.0	1.0	17942	0
DNLZ	5	6.4583e-06	3.2162e-05	0.005464	106	5	0.99999	0.99999	1.0	17941	0
PRPF8	5	6.6153e-06	3.3811e-05	0.005691	107	5	0.99999	0.99999	1.0	17940	0
PPIL2	5	6.7269e-06	3.4361e-05	0.00573	108	5	0.99999	0.99999	1.0	17939	0
NUP98	5	7.0002e-06	3.4911e-05	0.005768	109	5	0.99999	0.99999	1.0	17938	0
CDC20	5	7.1971e-06	3.5461e-05	0.00579	110	5	0.99999	0.99999	1.0	17937	0
TUBB	5	7.2625e-06	3.6011e-05	0.00579	111	5	0.99983	0.99983	1.0	17718	0
RAD51C	6	7.3241e-06	3.6011e-05	0.00579	112	5	0.99699	0.99691	1.0	17162	0
RPL36	5	7.5392e-06	3.711e-05	0.005817	113	5	0.9996	0.99959	1.0	17589	0
HIST1H2AK	5	7.7279e-06	3.766e-05	0.005817	114	5	0.99993	0.99994	1.0	17825	0
SLMO2	5	7.774e-06	3.766e-05	0.005817	115	5	0.99999	0.99999	1.0	17936	0
DHODH	5	7.8577e-06	3.821e-05	0.005817	116	5	0.99999	0.99999	1.0	17935	0
IMP3	5	7.8729e-06	3.821e-05	0.005817	117	4	0.41202	0.56827	1.0	9694	1
PLK1	5	7.9056e-06	3.821e-05	0.005817	118	5	0.99999	0.99999	1.0	17934	0
ESPL1	5	7.9688e-06	3.8759e-05	0.005817	119	5	0.99958	0.99956	1.0	17573	0
GTPBP4	5	8.0134e-06	3.8759e-05	0.005817	120	5	0.99918	0.99914	1.0	17458	0
EIF4G2	5	8.2153e-06	3.9859e-05	0.005932	121	4	0.99579	0.99576	1.0	17065	0
RNASEH2A	5	8.4836e-06	4.0959e-05	0.006046	122	5	0.99999	0.99999	1.0	17933	0
EIF3F	4	8.6422e-06	4.2058e-05	0.006059	123	4	0.99988	0.99988	1.0	17762	0
UBE3D	5	8.6514e-06	4.2058e-05	0.006059	124	4	0.99545	0.99542	1.0	17047	0
GNB2L1	5	8.728e-06	4.2058e-05	0.006059	125	5	0.99999	0.99999	1.0	17932	0
RPF2	5	8.8299e-06	4.3158e-05	0.006102	126	5	0.99977	0.99976	1.0	17671	0
LUC7L3	5	8.8973e-06	4.3158e-05	0.006102	127	5	0.99999	0.99999	1.0	17931	0
ACSL4	5	9.077e-06	4.3708e-05	0.006102	128	5	0.99999	0.99999	1.0	17930	0
NUP85	5	9.1512e-06	4.3708e-05	0.006102	129	5	0.99999	0.99999	1.0	17929	0
POLR2H	9	9.4375e-06	4.5357e-05	0.00617	130	8	0.99989	0.99989	1.0	17776	0
RPL18	5	9.4478e-06	4.5357e-05	0.00617	131	5	0.99982	0.99981	1.0	17708	0
NUDCD3	5	9.5001e-06	4.5357e-05	0.00617	132	4	0.7018	0.7612	1.0	12499	1
GTF3C2	5	1.0022e-05	4.5907e-05	0.00617	133	4	0.95351	0.9537	1.0	15755	0
PPWD1	5	1.0086e-05	4.5907e-05	0.00617	134	5	0.99999	0.99999	1.0	17925	0
NPLOC4	5	1.018e-05	4.6456e-05	0.006197	135	5	0.99999	0.99999	1.0	17923	0
COASY	5	1.0435e-05	4.7006e-05	0.006225	136	5	0.99999	0.99999	1.0	17922	0
POLD3	5	1.071e-05	4.9205e-05	0.006468	137	5	0.99991	0.99991	1.0	17793	0
CDK1	5	1.0952e-05	5.0855e-05	0.006589	138	5	0.99999	0.99999	1.0	17921	0
DUT	7	1.0975e-05	5.0855e-05	0.006589	139	5	0.82975	0.83875	1.0	13657	1
HAUS4	5	1.1041e-05	5.1954e-05	0.006683	140	5	0.99999	0.99999	1.0	17920	0
LIAS	5	1.1066e-05	5.2504e-05	0.006706	141	5	0.99986	0.99986	1.0	17744	0
MVK	5	1.1547e-05	5.5253e-05	0.006862	142	4	0.80265	0.81949	1.0	13384	1
RPS6KA1	5	1.1564e-05	5.5253e-05	0.006862	143	5	0.99999	0.99999	1.0	17918	0
NOP2	5	1.1639e-05	5.5253e-05	0.006862	144	5	0.99999	0.99999	1.0	17917	0
SRSF7	5	1.1663e-05	5.5253e-05	0.006862	145	5	0.9984	0.99833	1.0	17318	0
GART	5	1.1793e-05	5.5803e-05	0.006883	146	4	0.90823	0.90928	1.0	14857	0
PNO1	5	1.2742e-05	6.35e-05	0.007779	147	5	0.99999	0.99999	1.0	17916	0
PPAN	5	1.2911e-05	6.4599e-05	0.007861	148	5	0.99999	0.99999	1.0	17915	0
ATP5L	4	1.3335e-05	6.6249e-05	0.007876	149	4	0.99999	0.99999	1.0	17914	0
POLR3A	5	1.3482e-05	6.6249e-05	0.007876	150	5	0.99999	0.99999	1.0	17913	0
WDR18	5	1.3569e-05	6.6798e-05	0.007876	151	5	0.99946	0.99944	1.0	17540	0
C18orf21	7	1.3594e-05	6.6798e-05	0.007876	152	7	0.9999	0.9999	1.0	17779	0
SOD1	5	1.3753e-05	6.7348e-05	0.007876	153	5	0.99999	0.99999	1.0	17912	0
GTF2B	5	1.3753e-05	6.7348e-05	0.007876	154	5	0.99999	0.99999	1.0	17911	0
POLR3C	5	1.3928e-05	6.7898e-05	0.007889	155	5	0.99999	0.99999	1.0	17910	0
CNOT3	5	1.4124e-05	6.8997e-05	0.007927	156	5	0.99999	0.99999	1.0	17909	0
GTF3C5	5	1.4415e-05	6.9547e-05	0.007927	157	4	0.93349	0.93403	1.0	15351	0
MRPS10	5	1.452e-05	6.9547e-05	0.007927	158	5	0.99999	0.99999	1.0	17908	0
SRSF1	5	1.4749e-05	7.0647e-05	0.008002	159	5	0.9989	0.99885	1.0	17402	0
FAM96B	5	1.4921e-05	7.2296e-05	0.00806	160	5	0.99997	0.99997	1.0	17859	0
CLP1	5	1.4968e-05	7.2296e-05	0.00806	161	5	0.99783	0.99776	1.0	17253	0
MBTPS1	5	1.5005e-05	7.2846e-05	0.00806	162	4	0.99365	0.9936	1.0	16917	0
NCBP2	7	1.5175e-05	7.3396e-05	0.00806	163	7	0.99998	0.99999	1.0	17907	0
CSNK1A1	5	1.524e-05	7.3396e-05	0.00806	164	5	0.99998	0.99999	1.0	17906	0
GTF3C4	5	1.541e-05	7.3945e-05	0.008071	165	4	0.99637	0.99632	1.0	17113	0
PREB	5	1.5458e-05	7.4495e-05	0.008082	166	5	0.99998	0.99998	1.0	17896	0
MED11	5	1.5525e-05	7.5045e-05	0.008093	167	5	0.99921	0.99917	1.0	17469	0
RPLP0	5	1.5789e-05	7.9443e-05	0.008466	168	5	0.99987	0.99987	1.0	17750	0
DNMT1	5	1.5812e-05	7.9443e-05	0.008466	169	4	0.98775	0.98769	1.0	16638	0
RCC1	5	1.6149e-05	8.1093e-05	0.008548	170	5	0.99998	0.99998	1.0	17905	0
NIFK	5	1.6214e-05	8.1642e-05	0.008548	171	5	0.99998	0.99998	1.0	17904	0
CPSF1	5	1.6255e-05	8.1642e-05	0.008548	172	5	0.99829	0.99822	1.0	17301	0
POLR2F	5	1.6516e-05	8.2742e-05	0.008564	173	5	0.99998	0.99998	1.0	17902	0
HIST1H2AJ	3	1.6536e-05	8.2742e-05	0.008564	174	3	0.99547	0.99545	1.0	17048	0
WDR43	5	1.6738e-05	8.3841e-05	0.008628	175	5	0.99998	0.99998	1.0	17891	0
TTC4	5	1.6781e-05	8.5491e-05	0.008698	176	5	0.99998	0.99998	1.0	17901	0
TAZ	5	1.6815e-05	8.5491e-05	0.008698	177	5	0.99998	0.99998	1.0	17900	0
GMPPB	5	1.6895e-05	8.6041e-05	0.008705	178	5	0.99927	0.99924	1.0	17487	0
TYMS	5	1.7378e-05	8.769e-05	0.008822	179	5	0.99979	0.99978	1.0	17689	0
BCL2	5	1.7649e-05	8.8789e-05	0.008883	180	5	0.99998	0.99998	1.0	17899	0
GRWD1	5	1.8121e-05	9.0439e-05	0.008911	181	4	0.98289	0.98282	1.0	16473	0
SBDS	5	1.8283e-05	9.0989e-05	0.008911	182	5	0.99998	0.99998	1.0	17898	0
ZNF407	5	1.8355e-05	9.1538e-05	0.008911	183	5	0.99998	0.99998	1.0	17897	0
CHEK1	5	1.8486e-05	9.1538e-05	0.008911	184	5	0.99961	0.9996	1.0	17595	0
RPS7	3	1.851e-05	9.1538e-05	0.008911	185	3	0.99998	0.99998	1.0	17895	0
PPA1	5	1.8667e-05	9.3188e-05	0.009023	186	4	0.98465	0.98459	1.0	16532	0
PRIM1	5	1.9656e-05	9.9235e-05	0.009557	187	5	0.99936	0.99933	1.0	17512	0
CCT4	5	2.0007e-05	0.00010088	0.009664	188	5	0.99996	0.99997	1.0	17851	0
SRBD1	5	2.0315e-05	0.00010308	0.009822	189	5	0.99998	0.99998	1.0	17893	0
FBXW7	11	2.0364e-05	0.00010363	0.009823	190	9	0.99939	0.99936	1.0	17524	0
EIF6	5	2.1274e-05	0.00010693	0.010082	191	3	0.99357	0.99353	1.0	16912	0
HIST1H4J	3	2.1756e-05	0.00010858	0.01018	192	2	0.93795	0.93847	1.0	15437	0
RRP12	5	2.2097e-05	0.00010968	0.01018	193	4	0.96644	0.96654	1.0	16047	0
GAPDH	5	2.2126e-05	0.00011023	0.01018	194	5	0.99998	0.99998	1.0	17892	0
UBE2I	5	2.2286e-05	0.00011023	0.01018	195	4	0.98869	0.98867	1.0	16670	0
DDX55	5	2.2715e-05	0.00011188	0.01028	196	5	0.99998	0.99998	1.0	17890	0
TPX2	5	2.4047e-05	0.00011848	0.010591	197	5	0.99998	0.99998	1.0	17887	0
CLTC	5	2.4047e-05	0.00011848	0.010591	198	5	0.99998	0.99998	1.0	17888	0
XRCC5	5	2.4594e-05	0.00012013	0.010591	199	4	0.60452	0.71676	1.0	11864	1
RBMX	6	2.4676e-05	0.00012013	0.010591	200	6	0.99998	0.99998	1.0	17886	0
NDUFB9	5	2.4684e-05	0.00012013	0.010591	201	4	0.92861	0.92928	1.0	15273	0
NAT10	5	2.4775e-05	0.00012068	0.010591	202	5	0.9999	0.9999	1.0	17785	0
POLR1C	5	2.499e-05	0.00012123	0.010591	203	5	0.99998	0.99998	1.0	17885	0
SLC7A5	5	2.5232e-05	0.00012123	0.010591	204	4	0.95474	0.9549	1.0	15784	0
MAD2L2	5	2.5255e-05	0.00012123	0.010591	205	5	0.99959	0.99958	1.0	17581	0
MED25	5	2.5336e-05	0.00012178	0.010591	206	5	0.99997	0.99998	1.0	17884	0
COPS6	5	2.5394e-05	0.00012178	0.010591	207	5	0.99997	0.99998	1.0	17883	0
SSRP1	5	2.5992e-05	0.00012233	0.010591	208	5	0.99997	0.99998	1.0	17882	0
BCS1L	5	2.6589e-05	0.00012343	0.010635	209	5	0.99997	0.99998	1.0	17881	0
PRPF31	5	2.6737e-05	0.00012507	0.010668	210	5	0.99956	0.99954	1.0	17569	0
NAMPT	5	2.7001e-05	0.00012562	0.010668	211	5	0.99997	0.99998	1.0	17880	0
XRCC6	5	2.7172e-05	0.00012562	0.010668	212	5	0.99997	0.99998	1.0	17879	0
GTF2H3	5	2.7346e-05	0.00012617	0.010668	213	5	0.99986	0.99986	1.0	17740	0
UPF1	5	2.7518e-05	0.00012727	0.010711	214	5	0.99997	0.99998	1.0	17878	0
TBCD	5	2.7841e-05	0.00012892	0.010741	215	5	0.99997	0.99998	1.0	17877	0
PRPF19	5	2.791e-05	0.00012892	0.010741	216	5	0.99978	0.99977	1.0	17680	0
DDX47	5	2.8155e-05	0.00013002	0.010741	217	5	0.99997	0.99998	1.0	17876	0
PSMD1	5	2.8218e-05	0.00013002	0.010741	218	5	0.99997	0.99998	1.0	17875	0
ECD	5	2.8763e-05	0.00013277	0.010918	219	4	0.9212	0.92196	1.0	15107	0
ARPC2	5	2.9874e-05	0.00013827	0.011217	220	5	0.99997	0.99997	1.0	17874	0
RPS11	5	2.998e-05	0.00013827	0.011217	221	5	0.99997	0.99997	1.0	17873	0
UXT	5	3e-05	0.00013827	0.011217	222	5	0.99993	0.99994	1.0	17819	0
HNRNPU	5	3.0273e-05	0.00013992	0.011243	223	5	0.99997	0.99997	1.0	17872	0
TXNL4B	5	3.0289e-05	0.00013992	0.011243	224	5	0.99921	0.99917	1.0	17468	0
RPS16	4	3.0399e-05	0.00014047	0.011243	225	4	0.99997	0.99997	1.0	17871	0
FAU	5	3.1717e-05	0.00014927	0.011711	226	5	0.99997	0.99997	1.0	17870	0
NMD3	5	3.1772e-05	0.00014927	0.011711	227	5	0.99997	0.99997	1.0	17869	0
PCBP1	5	3.2315e-05	0.00015091	0.011711	228	5	0.99935	0.99931	1.0	17508	0
SRP19	6	3.242e-05	0.00015146	0.011711	229	6	0.9996	0.99958	1.0	17584	0
DDX18	5	3.2426e-05	0.00015146	0.011711	230	4	0.9771	0.97709	1.0	16317	0
RPL15	2	3.2673e-05	0.00015201	0.011711	231	2	0.99997	0.99997	1.0	17867	0
NSF	5	3.3151e-05	0.00015366	0.011711	234	5	0.99997	0.99997	1.0	17864	0
DHX15	5	3.3151e-05	0.00015366	0.011711	232	5	0.99997	0.99997	1.0	17866	0
PHB	5	3.3151e-05	0.00015366	0.011711	233	5	0.99997	0.99997	1.0	17865	0
SNAP23	6	3.3278e-05	0.00015421	0.011711	235	6	0.99997	0.99997	1.0	17863	0
PHB2	5	3.3418e-05	0.00015476	0.011711	236	5	0.99997	0.99997	1.0	17862	0
BANF1	4	3.347e-05	0.00015476	0.011711	237	4	0.99997	0.99997	1.0	17861	0
EMC3	5	3.3493e-05	0.00015476	0.011711	238	4	0.89605	0.89739	1.0	14679	0
SRSF6	5	3.3869e-05	0.00015641	0.011786	239	5	0.99997	0.99997	1.0	17860	0
PMF1	5	3.4267e-05	0.00015916	0.011943	240	5	0.99939	0.99937	1.0	17525	0
ACTB	4	3.4969e-05	0.00016301	0.012181	241	4	0.99997	0.99997	1.0	17858	0
KRTAP4-11	4	3.6352e-05	0.00016961	0.012622	242	4	0.99996	0.99997	1.0	17857	0
TMEM164	7	3.6911e-05	0.00017291	0.012814	243	6	0.99956	0.99953	1.0	17568	0
RAN	5	3.7496e-05	0.00017675	0.012967	244	5	0.99996	0.99997	1.0	17856	0
HIST1H2BH	4	3.7614e-05	0.00017675	0.012967	245	4	0.99824	0.99817	1.0	17291	0
DYNLRB1	5	3.7926e-05	0.0001773	0.012967	246	5	0.99996	0.99997	1.0	17855	0
WDR1	5	3.8059e-05	0.00017785	0.012967	247	5	0.99923	0.9992	1.0	17476	0
ATP6V0C	5	3.8523e-05	0.0001806	0.012998	248	5	0.99996	0.99997	1.0	17854	0
POLR2A	5	3.8622e-05	0.0001806	0.012998	249	5	0.9998	0.99979	1.0	17693	0
SBNO1	5	3.8812e-05	0.00018115	0.012998	250	4	0.99024	0.99024	1.0	16744	0
CDK7	5	3.8881e-05	0.00018115	0.012998	251	5	0.99996	0.99997	1.0	17853	0
SEC61A1	5	3.9638e-05	0.00018335	0.013103	252	5	0.99996	0.99997	1.0	17852	0
POP1	5	4.0291e-05	0.00018775	0.013312	253	5	0.99994	0.99995	1.0	17832	0
POLR2I	5	4.0356e-05	0.00018775	0.013312	254	5	0.99971	0.9997	1.0	17639	0
POLE3	5	4.1202e-05	0.00019105	0.013493	255	4	0.99155	0.99155	1.0	16813	0
VPS28	5	4.1611e-05	0.0001927	0.013556	256	4	0.98656	0.98646	1.0	16594	0
RPL37A	4	4.2511e-05	0.00019875	0.013911	257	4	0.99313	0.99308	1.0	16884	0
WDR75	5	4.2622e-05	0.0001993	0.013911	258	5	0.99786	0.99778	1.0	17257	0
POLR2C	5	4.3364e-05	0.00020149	0.01401	259	4	0.98185	0.98179	1.0	16453	0
EIF4A1	4	4.4047e-05	0.00020589	0.014261	260	4	0.99982	0.99981	1.0	17707	0
SS18L2	4	4.4436e-05	0.00020699	0.014282	261	4	0.99967	0.99966	1.0	17621	0
TCP1	5	4.5036e-05	0.00021084	0.014475	262	5	0.99995	0.99996	1.0	17850	0
RPS29	2	4.5148e-05	0.00021139	0.014475	263	2	0.99995	0.99996	1.0	17849	0
PTPN11	5	4.572e-05	0.00021689	0.014795	264	5	0.99995	0.99996	1.0	17848	0
TAF1C	5	4.5945e-05	0.00021799	0.014814	265	5	0.99921	0.99917	1.0	17470	0
VMP1	5	4.6596e-05	0.00022074	0.014926	266	5	0.9999	0.9999	1.0	17783	0
FNTB	5	4.6979e-05	0.00022129	0.014926	267	5	0.99995	0.99996	1.0	17847	0
PRMT5	5	4.7188e-05	0.00022239	0.014944	268	5	0.99995	0.99996	1.0	17846	0
DNAJC11	5	4.8189e-05	0.00022733	0.015161	269	5	0.99995	0.99996	1.0	17845	0
TIMM10	5	4.8296e-05	0.00022733	0.015161	270	5	0.99888	0.99882	1.0	17397	0
DHPS	5	4.848e-05	0.00022843	0.015161	271	5	0.99995	0.99996	1.0	17844	0
MCL1	5	4.894e-05	0.00022898	0.015161	272	5	0.99995	0.99996	1.0	17843	0
DPP9	5	4.988e-05	0.00023503	0.015448	273	5	0.99995	0.99996	1.0	17842	0
NAA15	5	4.9914e-05	0.00023503	0.015448	274	5	0.99984	0.99983	1.0	17719	0
